"","bird_id","season","period","colony","age_class","sex","deploy_num","start","end","F_dives","vert_dist","av_maxdep","dive_time","av_dive_eff","av_descr","av_descr_15","na.rm","F_dives_PH","vert_dist_PH","F_dives_PHSD","vert_dist_PHSD","br_st"
"40",46514,"2017","Moult","CROZ","Old","M",2,"2018-02-01","2018-04-14",4531,551234.556442,26.8774040587067,753466,0.37089735327914,1.53428995585963,1.53154176036217,TRUE,2.58618721461187,314.631596142694,21.6487538920137,2633.75441385703,"Non breeder"
"41",46514,"2018","Chick rearing","CROZ","Old","M",3,"2018-12-16","2019-01-31",2111,262690.692516,28.2718133207011,461383,0.330613133190249,1.172149502937,1.37203426,TRUE,1.87145390070922,232.881819606383,16.4713480990847,2049.67780143092,"Non breeder"
"42",46514,"2018","Outgoing migration","CROZ","Old","M",3,"2019-04-15","2019-05-29",2381,342719.184952,46.0437393070139,452373,0.340555395185579,1.42296743170937,1.38490909090909,TRUE,2.11081560283688,303.829064673759,18.9480804557301,2727.3711424581,"Non breeder"
"43",46514,"2018","Returning migration","CROZ","Old","M",3,"2019-08-16","2019-10-31",10077,1800888.419508,68.0399262062122,2095645,0.326589355526635,1.34402582164335,1.37424677532468,TRUE,5.45292207792208,974.506720512987,17.3107563542489,3093.65293751031,"Non breeder"
"44",46514,"2018","Incubation","CROZ","Old","M",3,"2018-11-01","2018-12-15",4726,467571.510502,29.6088519657215,716972,0.385320612339717,1.35391245713077,1.4194628362963,TRUE,4.37592592592593,432.936583798148,23.7297969795194,2347.7310659373,"Non breeder"
"45",46514,"2018","Moult","CROZ","Old","M",3,"2019-02-01","2019-04-14",3153,345483.75155,24.8003765620044,473925,0.341048347545099,1.41106626996511,1.44527922099644,TRUE,1.79965753424658,197.19392211758,23.9506250989081,2624.3424710239,"Non breeder"
"46",46514,"2018","Migration max","CROZ","Old","M",3,"2019-06-01","2019-08-15",4782,890341.651452,72.5112297678795,937659,0.328579757682586,1.45054669180259,1.34559104444444,TRUE,2.62171052631579,488.125905401316,18.3597661836553,3418.33219243584,"Non breeder"
"47",47953,"2016","Returning migration","CROZ","Old","M",1,"2017-08-16","2017-10-31",10410,1368948.946062,38.9998031440922,2203073,0.41051367466838,1.26109366186359,1.25899988849315,TRUE,5.63311688311688,740.773239211039,17.0107844814947,2236.97362993564,"Successful breeder"
"48",47953,"2016","Moult","CROZ","Old","M",1,"2017-02-01","2017-04-14",5536,764667.417574,40.017167359104,1036623,0.33198391469853,1.40435937933526,1.48520031428571,TRUE,3.15981735159817,436.454005464612,19.2255043540419,2655.54854876498,"Successful breeder"
"49",47953,"2016","Outgoing migration","CROZ","Old","M",1,"2017-04-15","2017-05-31",2907,419200.944336,38.1794949157207,519607,0.36019744535446,1.43256425923633,1.33489344771574,TRUE,2.57712765957447,371.632042851064,20.1406062658894,2904.35540631593,"Successful breeder"
"50",47953,"2016","Migration max","CROZ","Old","M",1,"2017-06-01","2017-08-15",3052,422906.30697,39.6652777359109,731743,0.442128298476439,1.22693504026868,1.17504567509579,TRUE,1.67324561403509,231.856527944079,15.0151077632447,2080.59756648441,"Successful breeder"
"51",47953,"2017","Chick rearing","CROZ","Old","M",2,"2017-12-16","2018-01-31",2264,329351.1524,29.687933745583,607192,0.353923036101561,1.17042507137809,1.41472618779343,TRUE,2.00709219858156,291.977971985816,13.4231017536463,1952.70054388068,"Non breeder"
"52",47953,"2017","Incubation","CROZ","Old","M",2,"2017-11-01","2017-12-15",2970,313272.203558,31.471661013468,522192,0.355575214297321,1.26361670212121,1.46756916107383,TRUE,2.75,290.066855146296,20.4752275025278,2159.70358184116,"Non breeder"
"53",47953,"2017","Migration max","CROZ","Old","M",2,"2018-06-03","2018-08-15",5130,896215.250234,69.2752916218324,1046629,0.331948636396405,1.33649596830409,1.25656391090909,TRUE,2.8125,491.346080172149,17.6452209904369,3082.63472619467,"Non breeder"
"54",47953,"2017","Returning migration","CROZ","Old","M",2,"2018-08-16","2018-10-31",9529,1484957.781354,44.833931429321,2130268,0.395805531754642,1.33299810322174,1.39335242493639,TRUE,5.15638528138528,803.548582983766,16.1033259664981,2509.47205369202,"Non breeder"
"55",47953,"2017","Moult","CROZ","Old","M",2,"2018-02-01","2018-04-14",1973,383418.416942,28.1508657526609,501640,0.337978403967577,1.28669426315256,1.36544557539062,TRUE,1.12614155251142,218.846128391552,14.159157961885,2751.58739532573,"Non breeder"
"56",47953,"2017","Outgoing migration","CROZ","Old","M",2,"2018-04-15","2018-05-30",1023,162298.869092,29.9442661388074,256026,0.398762243724347,1.26884803284457,1.32003403496504,TRUE,0.906914893617021,143.88197614539,14.3844765765977,2282.09607122402,"Non breeder"
"57",47953,"2018","Outgoing migration","CROZ","Old","M",3,"2019-04-15","2019-05-31",833,209032.244486,20.221832304922,294388,0.416079591383073,1.28726394669868,1.37075793532934,TRUE,0.738475177304965,185.312273480496,10.1865565172493,2556.20500886449,"Non breeder"
"58",47953,"2018","Returning migration","CROZ","Old","M",3,"2019-08-16","2019-10-31",11808,2022989.733148,52.4731979598577,2507817,0.373562484808688,1.29839878402778,1.21407433693182,TRUE,6.38961038961039,1094.69141404113,16.9505191168255,2904.02491064252,"Non breeder"
"59",47953,"2018","Moult","CROZ","Old","M",3,"2019-02-01","2019-04-13",2704,377714.384132,23.3747909097633,469657,0.355620413785859,1.36032308975592,1.426948714377,TRUE,1.54337899543379,215.590401901826,20.7266153810121,2895.24436530319,"Non breeder"
"60",47953,"2018","Migration max","CROZ","Old","M",3,"2019-06-01","2019-08-15",3753,470574.639634,33.1968972528644,760888,0.453910785369472,1.19313952877698,1.23554728043478,TRUE,2.05756578947368,257.990482255482,17.7566212110061,2226.43635158184,"Non breeder"
"61",47953,"2018","Chick rearing","CROZ","Old","M",3,"2018-12-16","2019-01-31",3479,426777.063062,32.6102905001437,780407,0.362150780836268,1.16559400454153,1.32814261010101,TRUE,3.08421985815603,378.348460161347,16.0485490263414,1968.71302669402,"Non breeder"
"62",47953,"2018","Incubation","CROZ","Old","M",3,"2018-11-01","2018-12-15",3273,339181.509618,31.2055644943477,525893,0.366174124270809,1.30837533483043,1.36763548935361,TRUE,3.03055555555556,314.05695335,22.4053181921037,2321.8666812922,"Non breeder"
"63",4831,"2016","Outgoing migration","ROYD","Middle-age","M",1,"2017-04-15","2017-05-31",1927,209019.654242,31.1161859522574,423080,0.301018553529068,1.06033194037364,1.43588229411765,TRUE,1.70833333333333,185.301111916667,16.3968989316441,1778.55430479153,"Non breeder"
"64",4831,"2016","Moult","ROYD","Middle-age","M",1,"2017-02-01","2017-04-14",4867,542965.415438,28.784951382782,1033974,0.31108560008026,1.08633335490035,1.38067013043478,TRUE,2.77796803652968,309.911766802511,16.9454937938478,1890.44936872378,"Non breeder"
"65",4831,"2016","Returning migration","ROYD","Middle-age","M",1,"2017-08-16","2017-10-31",2072,379086.864384,24.677888542471,1027365,0.352896620855145,1.01365649888996,1.22482487837838,TRUE,1.12121212121212,205.133584623377,7.26051598020178,1328.36208337095,"Non breeder"
"66",4831,"2016","Migration max","ROYD","Middle-age","M",1,"2017-06-01","2017-08-15",2697,301627.533328,38.7113925917686,605480,0.339694685923493,1.12275188709677,1.314322165,TRUE,1.47861842105263,165.365972219298,16.0355420492832,1793.38561138403,"Non breeder"
"67",4831,"2017","Moult","ROYD","Middle-age","M",2,"2018-02-01","2018-04-14",6020,681632.994998,26.8540367973422,1016844,0.378042524081822,1.50393056171096,1.5794094956848,TRUE,3.43607305936073,389.059928651826,21.3130037645893,2413.23033030907,"Non breeder"
"68",4831,"2017","Migration max","ROYD","Middle-age","M",2,"2018-06-03","2018-08-15",1871,304430.95188,35.6156508925708,530439,0.443027602328319,1.09687687231427,1.27092635208333,TRUE,1.02576754385965,166.902934144737,12.698161334291,2066.12150835063,"Non breeder"
"69",4831,"2017","Outgoing migration","ROYD","Middle-age","M",2,"2018-04-15","2018-05-31",1681,214066.230586,25.4882905829863,374483,0.427470080689624,1.2807720610351,1.42183586296296,TRUE,1.49024822695035,189.775027115248,16.1598790866341,2057.87293444455,"Non breeder"
"70",4831,"2017","Chick rearing","ROYD","Middle-age","M",2,"2017-12-17","2018-01-31",4243,452275.58053,42.6790535305209,484092,0.352834734522152,1.75412029752534,1.48604508815789,TRUE,3.76152482269504,400.953528838652,31.5535063582955,3363.39392080018,"Non breeder"
"71",4831,"2017","Incubation","ROYD","Middle-age","M",2,"2017-11-01","2017-12-14",6053,679231.451942,42.2186901255576,889672,0.391453417055671,1.61045110447712,1.83468883322422,TRUE,5.60462962962963,628.918011057407,24.4930716039169,2748.4659818351,"Non breeder"
"72",4831,"2017","Returning migration","ROYD","Middle-age","M",2,"2018-08-16","2018-10-31",10171,1652298.878576,56.1497915003441,2166574,0.367687310041291,1.51267255422279,1.2738271490566,TRUE,5.50378787878788,894.101124770563,16.9002305021661,2745.47555858863,"Non breeder"
"73",4831,"2018","Moult","ROYD","Middle-age","M",3,"2019-02-01","2019-04-14",4089,507894.356508,27.073699787234,798782,0.385815606155584,1.45339168214722,1.5380757345898,TRUE,2.33390410958904,289.89403910274,18.4285574787614,2289.00962143463,"Successful breeder"
"74",4831,"2018","Migration max","ROYD","Middle-age","M",3,"2019-06-01","2019-08-15",5807,1078370.913918,70.0122455088686,1305892,0.360054725065597,1.5823420462373,1.32223268235294,TRUE,3.18366228070175,591.212123858553,16.008368226469,2972.78434212385,"Successful breeder"
"75",4831,"2018","Outgoing migration","ROYD","Middle-age","M",3,"2019-04-15","2019-05-31",1703,225102.992612,22.3987842806812,397166,0.437637475308358,1.29597313793306,1.44843399876033,TRUE,1.50975177304965,199.559390613475,15.4363666577703,2040.38304739882,"Successful breeder"
"76",4831,"2018","Chick rearing","ROYD","Middle-age","M",3,"2018-12-17","2019-01-31",8252,1720619.867298,87.9258238899661,1517953,0.279052418725816,1.82870212498788,1.54436149772727,TRUE,7.31560283687943,1525.37222278191,19.5705664141116,4080.64776858888,"Successful breeder"
"77",4831,"2018","Incubation","ROYD","Middle-age","M",3,"2018-11-01","2018-12-14",4260,492756.688632,38.1710323192488,662200,0.412899760463983,1.55288783995305,1.63603270068376,TRUE,3.94444444444444,456.256193177778,23.1591664149804,2678.83430847961,"Successful breeder"
"78",4831,"2018","Returning migration","ROYD","Middle-age","M",3,"2019-08-16","2019-10-31",10902,1848445.850564,53.8143475976885,2489353,0.362207714829168,1.42905069270776,1.24010600111111,TRUE,5.89935064935065,1000.24126112771,15.7660243444783,2673.14642078902,"Successful breeder"
"79",48840,"2016","Returning migration","CROZ","Old","M",1,"2017-08-16","2017-10-30",5007,791300.89243,42.40571836429,1403827,0.338843627480722,1.30025426536848,1.37935190666667,TRUE,2.70941558441558,428.193123609307,12.840043680596,2029.22668729694,"Successful breeder"
"80",48840,"2016","Moult","CROZ","Old","M",1,"2017-02-01","2017-04-14",6503,747818.197162,34.2558584437952,1090384,0.351667180341592,1.425985523666,1.69259911297872,TRUE,3.71175799086758,426.836870526256,21.4702343394621,2468.98845707861,"Successful breeder"
"81",48840,"2016","Outgoing migration","CROZ","Old","M",1,"2017-04-15","2017-05-31",1141,217981.140504,38.0205865030675,282604,0.320771982901262,1.54917242839614,1.58539038032787,TRUE,1.01152482269504,193.24569193617,14.5348261171109,2776.79051186254,"Successful breeder"
"82",48840,"2016","Migration max","CROZ","Old","M",1,"2017-06-01","2017-08-15",3855,565991.714152,53.1364842801556,776362,0.347703361170806,1.44149202054475,1.2565962125,TRUE,2.11348684210526,310.302474864035,17.8756817051839,2624.51043578537,"Successful breeder"
"83",48840,"2017","Migration max","CROZ","Old","M",2,"2018-06-01","2018-08-15",3835,439941.23378,36.7991540990874,745103,0.425679662725248,1.3617397347588,1.62830523775934,TRUE,2.10252192982456,241.19585185307,18.5289818991468,2125.59665121198,"Successful breeder"
